ID	Name	Examine
12233	Cockatrice head	A trophy of a mighty slayer!
12234	Basilisk head	A trophy of a mighty slayer!
12235	Kurask head	A trophy of a mighty slayer!
12236	Mounted sea bass	A trophy of a master fisher.
12237	Mounted swordfish	A trophy of a master fisher.
12238		
12239	Vanilla plant	It's a Vanilla Planifolia of the Orchidaceae family.
12240	Bones	The remains of an ancient beast.
12241	Bones	Very dead I hope.
12242	Bones	Remains of yesterday's dinner.
12243	Skeleton	That must be one hungry chicken.
12244	Skeleton	This one's not very fresh.
12245	Skeleton	Alas poor Yojllik, I knew him backwards.
12246	Skeleton	A tall, skinny.
12247	Skeleton	He fell foul of the fowl.
12248	Skeleton	The chicken's pecked him clean.
12249		
12250		
12251		
12252		
12253	Tunnel entrance	How am I going to get down there?
12254	Tunnel entrance	I guess I need to climb down.
12255	Rope	I hope this holds!
12256	Nest	Will those eggs become baby chicks?
12257	Dragon egg	Must have been laid by one of those dragons.
12258	Dragonfire	Hot!
12259	Nest	The nest of evil!
12260	Portal	Will this take me home?
12261		
12262	Trapdoor	It probably leads to some sort of cellar.
12263	Trapdoor	What mysteries lie below?
12264	Ladder	An oak ladder.
12265	Cellar stairs	Old wooden steps.
12266		
12267	Trapdoor	What evil lurks below?
12268	Open trapdoor	Rickety wooden steps lead down into the lair of evil.
12269	Stove	Hmmmm...home cooking.
12270		
12271		
12272		
12273		
12274		
12275		
12276		
12277		
12278		
12279	Sink	Wash your hands!
12280	Large Table	A nice sturdy looking table.
12281	Small Table	A small wooden table.
12282	Bookcase	How to be evil and influence people.
12283		
12284		
12285		
12286		
12287		
12288		
12289		
12290		
12291		
12292		
12293	Grandfather clock	Tick tock.
12294		
12295		
12296		
12297		
12298		
12299		
12300		
12301	Candles	Little candles flickering.
12302	Candles	Little candles flickering.
12303		
12304		
12305		
12306		
12307		
12308		
12309	Chest	It's open.
12310	Chair	Someone should be sitting here.
12311	Chair	Someone should be sitting here.
12312	Chair	Suitable for one.
12313	Chair	Suitable for one.
12314	Banquet table	A very large banquet table stacked with food.
12315	Banquet table	A very large banquet table stacked with food.
12316	Banquet table	A very large banquet table stacked with food.
12317	Banquet table	A very large banquet table stacked with food.
12318	Chair	It's a seat!
12319	Chair	It's a seat!
12320	Pirate Pete	He's been frozen in time.
12321	Dwarf	He's been frozen in time.
12322	General Wartface	He's been frozen in time.
12323	General Bentnoze	He's been frozen in time.
12324	Lumbridge Guide	He's been frozen in time.
12325	Evil Dave	He's been frozen in time.
12326	Sir Amik Varze	He's been frozen in time.
12327	Awowogei	He's been frozen in time.
12328	Skrach Uglogwee	He's been frozen in time.
12329		
12330	Dwarf	He's been frozen in time.
12331		
12332	General Wartface	He's been frozen in time.
12333		
12334	General Bentnoze	He's been frozen in time.
12335		
12336		
12337	Pirate Pete	He's been frozen in time.
12338		
12339	Lumbridge Guide	He's been frozen in time.
12340		
12341	Evil Dave	He's been frozen in time.
12342		
12343	Skrach Uglogwee	He's been frozen in time.
12344		
12345	Sir Amik Varze	He's been frozen in time.
12346		
12347	Awowogei	He's been frozen in time.
12348	Door	An ornate-fashioned door.
12349	Large door	A large double door.
12350	Large door	A large double door.
12351	Barrier	Some kind of strange time barrier.
12352	Barrier	Some kind of strange time barrier.
12353	Barrier	Some kind of strange time barrier.
12354		
12355	Portal	A portal to a mystical place...
12356	Portal	A portal out of this mystical place...
12357		
12358		
12359		
12360		
12361		
12362		
12363		
12364		
12365		
12366		
12367		
12368		
12369		
12370		
12371		
12372		
12373		
12374		
12375		
12376		
12377		
12378		
12379		
12380		
12381		
12382		
12383		
12384		
12385		
12386	Table	A large crudely built table.
12387	Table	Definite proof that cooking and gunpowder don't mix.
12388	Table	A large table now covered in soot.
12389	Ladder	What horrors lie below?
12390	Ladder	It's the ladder I came in here by.
12391	Ladder	Fortunately this has survived better than most of the kitchen.
12392	Sacks	I'm not sure I want to know what goblins keep in their kitchens.
12393	Sacks	They're covered in a thick layer of soot.
12394	Sack Pile	Stacks and stacks of sacks.
12395	Sack Pile	Stacks and stacks of soot covered sacks.
12396	Sack	A large empty sack.
12397		
12398		
12399	Sack	It's empty, apart from the explosion debris covering everything now.
12400	Cauldron	The bottom of this cauldron is suprisingly blackened, even for a cauldron.
12401	Cauldron	I don't think Cauldrons are supposed to bounce around like that.
12402	Explosion	This could be considered to be a bad thing!
12403	Shelves	These shelves are suprisingly tidy for a goblin.  It can't last.
12404	Shelves	They're not going to be very useful for keeping things on now.
12405	Cupboard	The doors don't seem to stay shut properly.
12406	Cupboard	When I got there the cupboard was bare.  Even the doors had been blown off.
12407	Stool	A little three legged stool.
12408	Stool	It's a two legged stool now.  Apparently it doesn't work very well.
12409	Stool	It's a two legged stool now.  Apparently it doesn't work very well.
12410	Saucepan	A pan with a stereotype.  I'm sure it could be used for other things.
12411	Saucepan	Mmmm, soot flavoured sauce. Lovely!
12412	Rolling pin	It's not rolling, it's just sitting there.
12413	Rolling pin	It would probably crumble if you tried to roll anything with it.
12414	Spork	Cutlery with an identity crisis.
12415	Spork	Cutlery with an identity crisis.
12416		
12417		
12418		
12419		
12420		
12421		
12422		
12423		
12424		
12425		
12426		
12427		
12428		
12429		
12430		
12431		
12432		
12433		
12434	Barrel	An empty wooden barrel.
12435	Barrel	An empty wooden barrel.
12436		
12437		
12438		
12439		
12440	Stool	Good for sitting on.
12441		
12442	Crate	A large wooden box.
12443	Crate	A neatly stacked pair of crates.
12444	Door	The door is closed.
12445	Door	The door is open.
12446	Large door	A large double door.
12447	Large door	A large double door.
12448	Large door	A large double door.
12449	Large door	A large double door.
12450	Table	A rough wooden table.
12451	Chest	I wonder what's inside?
12452	Chest	I wonder what's inside?
12453	Skulls	It's not quite the same as flower arranging.
12454		
12455		
12456		
12457		
12458		
12459		
12460	Underwater Cavern Entrance	Ze underwater cave entrance. I ask myself, where will it lead?
12461	Underwater Cavern Entrance	Ze underwater cave entrance. I ask myself, where will it lead?
12462	Underwater Cavern Entrance	Ze underwater cave exit, leading me to another underwater adventure.
12463	Underwater Cavern Entrance	Ze underwater cave exit, leading me to another underwater adventure.
12464		
12465		
12466		
12467	Pen Door	Ze pen door, a wonderful example of ze underwater craftsmanship.
12468	Pen Door	Ze pen door, a wonderful example of ze underwater craftsmanship.
12469		
12470		
12471		
12472		
12473		
12474	Anchor	It looks slippy but I think you can climb this.
12475	Anchor	It looks slippy but I think you can climb this.
12476	Anchor	Ze anchor chain, linking me with zis underwater paradise.
12477	Kelp	Those leaves look useful!
12478	Kelp	Those leaves look useful!
12479	Coral Reef	The perfect place for coral to grow.
12480	Coral	The perfect place for coral to grow.
12481	Coral	The perfect place for coral to grow.
12482	Coral	The perfect place for coral to grow.
12483	Coral	The perfect place for coral to grow.
12484	Coral	The perfect place for coral to grow.
12485	Coral	The perfect place for coral to grow.
12486	Coral	The perfect place for coral to grow.
12487	Coral	The perfect place for coral to grow.
12488	Coral	The perfect place for coral to grow.
12489	Coral	This is called Elkhorn Coral.
12490	Coral	This is called Elkhorn Coral.
12491	Coral	This is called Elkhorn Coral.
12492	Coral	This is called Elkhorn Coral.
12493	Coral	This is called Elkhorn Coral.
12494	Coral	This is called Elkhorn Coral.
12495	Coral	This is called Elkhorn Coral.
12496	Coral	This is called Elkhorn Coral.
12497	Coral	This is called Elkhorn Coral.
12498	Coral	This is called Elkhorn Coral.
12499	Coral Reef	A type of lace coral.
12500	Coral	A type of lace coral.
12501	Coral	A type of lace coral.
12502	Coral	A type of lace coral.
12503	Coral	A type of lace coral.
12504	Coral	A type of lace coral.
12505	Coral	A type of lace coral.
12506	Coral	A type of lace coral.
12507	Coral	A type of lace coral.
12508	Coral	A type of lace coral.
12509	Coral Reef	Coral is made up of millions of organisms.
12510	Coral	Coral is made up of millions of organisms.
12511	Coral	Coral is made up of millions of organisms.
12512	Coral	Coral is made up of millions of organisms.
12513	Coral	Coral is made up of millions of organisms.
12514	Coral	Coral is made up of millions of organisms.
12515	Coral	Coral is made up of millions of organisms.
12516	Coral	Coral is made up of millions of organisms.
12517	Coral	Coral is made up of millions of organisms.
12518	Coral	Coral is made up of millions of organisms.
12519	Coral	Bonaire-Flower Coral...It's rare!
12520	Coral Reef	Pollution is rapidly destroying coral reefs.
12521	Coral	Pollution is rapidly destroying coral reefs.
12522	Coral	Pollution is rapidly destroying coral reefs.
12523	Coral	Pollution is rapidly destroying coral reefs.
12524	Coral	Pollution is rapidly destroying coral reefs.
12525	Coral	Pollution is rapidly destroying coral reefs.
12526	Coral	Pollution is rapidly destroying coral reefs.
12527	Coral	Pollution is rapidly destroying coral reefs.
12528	Coral	Pollution is rapidly destroying coral reefs.
12529	Coral	Pollution is rapidly destroying coral reefs.
12530	Anchor	I bet the boats gone missing...
12531	Bubbles	Precious oxygen...escaping...
12532		
12533		
12534		
12535		
12536	Staircase	I can climb up these stairs.
12537	Staircase	I can climb these stairs.
12538	Staircase	I can climb down these stairs.
12539	Bookcase	A good source of books!
12540	Bookcase	A good source of books!
12541	Table	For putting things on.
12542		
12543	Large table	A nice sturdy-looking table.
12544	Table	A small wooden table.
12545	Boxes	Small wooden boxes.
12546	Crate	A wooden crate.
12547	Crate	A wooden crate.
12548	Crates	Some wooden crates.
12549		
12550	Old tree	A large old tree.
12551	Old tree	A large old tree.
12552	Old tree	A large old tree, pushed over by Rantz.
12553	Old tree	A large old tree that's been felled, with the roots cut off.
12554	Crude boat	A very crude boat, made from an old tree.
12555	Roots	The roots of a large old tree.
12556	Rock and string	The rock the inflated toad was tied to.
12557	Rock and string	The rock the inflated toad was tied to.
12558		
12559	Tree	A small palm tree.
12560	Tree	A small palm tree with an ogre arrow in it.
12561	Ogre spit-roast	Useful for ogre dinners.
12562	Ogre spit-roast	Useful for ogre dinners.
12563	Ogre spit-roast	Useful for ogre dinners.
12564	Pile of Rock	A pile of rock.
12565	Pile of Rock	A pile of rock.
12566	Pile of Rock	A pile of rock.
12567	Pile of Rock	A pile of rock.
12568	Stepping stone	A very slippery stepping stone.
12569	Temp Stone 4 Zip	A very slippery stepping stone.
12570	Tropical tree	A terribly tall tropical tree.
12571	Tropical tree	A terribly tall tropical tree.
12572	Tropical tree	A terribly tall tropical tree.
12573	Monkeybars	I can traverse these.
12574		
12575	Monkeybars	I can traverse these.
12576	Skull slope	A climbing wall made from skulls.
12577		
12578	Rope	For swinging on.
12579	Tropical tree	A terribly tall tropical tree.
12580	Tropical tree	A terribly tall tropical tree.
12581	Hole	A vine-choked hole.
12582		
12583		
12584		
12585		
12586		
12587		
12588		
12589	Rock	A Rock.
12590	Rock	A Rock.
12591		
12592		
12593		
12594	Snake	A Snake.
12595	Snake	A Snake.
12596	Snake	A Snake.
12597	Hole	A hole.
12598	Snake	A Snake.
12599	Snake	A Snake.
12600	Snake	A Snake.
12601	Rope	There's a hole in the roof!
12602	Pit	A hole in the ground.
12603	Tchiki Monkey Nut Bush	This bush seems to glow in the dim light of the cave.
12604	Strange Banana Tree	This banana tree has a strange reddish hue on the leaves.
12605	Light	This thin shaft of light is all the Tchiki Monkey Nut bush needs to grow.
12606	Banana tree	A Banana Tree.
12607	Banana tree	A Banana Tree.
12608	Red Banana Tree	A Banana Tree.
12609	Red Banana Tree	A Banana Tree.
12610		
12611		
12612		
12613		
12614		
12615	Bush	A Bush with monkey nuts growing on it.
12616	Exit	I can see the surface.
12617	Exit	A way out.
12618	Tropical tree	A terribly tall tropical tree.
12619		
12620		
12621		
12622	Vine	A vine.
12623		
12624		
12625		
12626		
12627	Tropical tree	A terribly tall tropical tree.
12628		
12629		
12630		
12631		
12632		
12633		
12634	Rock	It's a long, hot rock.
12635	Rock	It's a rock with a dead snake on.
12636	Rock	It's a rock with a dead, burnt snake on.
12637	Rock	It's a rock with a cooked snake on. Smells good...
12638		
12639		
12640		
12641		
12642		
12643		
12644		
12645		
12646		
12647		
12648		
12649		
12650		
12651		
12652		
12653		
12654		
12655		
12656		
12657	Exit	I can get out this way.
12658		
12659		
12660		
12661	Signpost	Entrance to the monkey agility arena.
12662		
12663		
12664		
12665		
12666		
12667		
12668		
12669		
12670		
12671		
12672		
12673		
12674		
12675		
12676		
12677		
12678		
12679		
12680		
12681		
12682		
12683	Bridge	Bridge Corner
12684	Bridge	Bridge Corner
12685		
12686		
12687		
12688		
12689		
12690		
12691		
12692		
12693		
12694		
12695		
12696		
12697		
12698		
12699		
12700		
12701		
12702		
12703		
12704		
12705		
12706		
12707		
12708		
12709		
12710		
12711	Grave	A recently filled in grave.
12712	Grave	A recently filled in grave.
12713	Grave	A recently filled in grave.
12714	Grave	A recently filled in grave.
12715	Grave	A recently filled in grave.
12716	Gravestone	This will show me who is supposed to go here.
12717	Gravestone	This will show me who is supposed to go here.
12718	Gravestone	This will show me who is supposed to go here.
12719	Gravestone	This will show me who is supposed to go here.
12720	Gravestone	This will show me who is supposed to go here.
12721	Grave	A grave with a coffin in.
12722	Grave	A grave with a coffin in.
12723	Grave	A grave with a coffin in.
12724	Grave	A grave with a coffin in.
12725	Grave	A grave with a coffin in.
12726	Grave	An empty grave.
12727	Grave	An empty grave.
12728	Grave	An empty grave.
12729	Grave	An empty grave.
12730	Grave	An empty grave.
12731	Mausoleum	Not the best place to live.
12732	Dead tree	This tree has long been dead.
12733	Tree stump	This tree has been cut down.
12734	Table	Rickety table with signs of recent gambling among the remains of past meals.
12735	Closed chest	I wonder what's inside.
12736	Open chest	Perhaps I should search it.
12737	Broken down wall	A broken down wall.
12738		
12739	Rubble	This rubble is covering a trapdoor.
12740	Rubble	This rubble is covering a trapdoor.
12741	Fallen Wall	A fallen down wall.
12742	Rubble	Broken parts of an old wall.
12743		
12744	Trapdoor	I wonder what's under it?
12745	Trapdoor	I wonder what's down there?
12746	Rubble	A pile of rubble.
12747	Pile of rubble.	Just a bit pile of rubble, probably from the fallen down building which surrounds you.
12748	Ladder	I can climb this.
12749	Rubble Pile	Looks like the locals dump their rubble here.
12750	Plaque	You seem to make out some writing.
12751		
12752		
12753		
12754		
12755		
12756		
12757		
12758		
12759		
12760		
12761	Door	A rotten looking door.
12762		
12763	Trapdoor	Where does this go?
12764	Ladder	I can climb this.
12765	Keyhole	I wonder where this goes.
12766	Bookcase	A collection of rare books.
12767	Bookcase	A collection of rare books.
12768	Closed chest	I wonder what's inside.
12769	Open chest	Perhaps I should search it.
12770	Cave entrance	A small cave entrance.
12771	Cave entrance	A small cave entrance.
12772		
12773	Wooden boards	This cave has been boarded up.
12774	Rock	A rock under the surface of the sea.
12775	Marius	A bed-ridden man.
12776	Low fence	Looks slightly lower than the rest, perhaps you can jump it?
12777	Trapdoor	A wooden trapdoor.
12778	Trapdoor	This leads to the basement.
12779	Ladder	I can climb this.
12780	Ladder	A wooden ladder.
12781	Ladder	A wooden ladder.
12782	Broken Roof	This is the source of the leak.
12783	Repaired roof	Hopefully this should stop the leak.
12784	Bucket	It's catching the leaking water from the roof.
12785	Bucket	It's catching the leaking water from the roof.
12786	Repaired wall	This wall has been repaired with wood.
12787	Damaged wall	This wall really needs repairing.
12788	Empty Crate	An empty wooden crate.
12789	Empty Crate	An empty wooden crate.
12790	Empty Crate	An empty wooden crate.
12791	Empty Crate	An empty wooden crate.
12792	Shelves	There are some tinderboxes on these shelves.
12793	Shelves	There are some axes on these shelves.
12794	Shelves	There are some snails on these shelves.
12795		
12796	Fire	Come bask in the fire's warm glowing warming glow.
12797		
12798	Bank Booth	This bank booth has been recently repaired.
12799	Bank Booth	This bank booth could probably be repaired.
12800	Bank Booth	This bank booth is too damaged to use.
12801	Bank Booth	This bank booth is too damaged to use.
12802	Tomb	The resting place of an ancient warrior of Morytania.
12803		
12804	Barrel	It looks a tad bloody...
12805		
12806	Broken furnace	An old and broken furnace, there is a huge hole in the steel hood.
12807	Repaired furnace	This furnace has been repaired with some steel panels, but it has no fuel.
12808	Repaired furnace	The furnace has been repaired and has some coal in it.
12809	Furnace	A repaired furnace, hot and ready for action.
12810		
12811		
12812	Rubble	Hardened earth, with bits of rock in it, not easy to move.
12813	Rubble	Hardened earth, with bits of rock in it, not easy to move, slightly broken up.
12814	Rubble	Hardened earth, with bits of rock in it, not easy to move, partially broken up.
12815	Rubble	Hard rubble reduced to small pieces, it's quite dusty and not easy to move.
12816	Gate	A wooden gate.
12817	Gate	A wooden gate.
12818	Gate	A wooden gate.
12819		
12820	Exit path	A path leading out of this swampy dead end.
12821		
12822		
12823		
12824		
12825		
12826		
12827		
12828		
12829		
12830		
12831		
12832		
12833		
12834		
12835		
12836		
12837		
12838		
12839		
12840		
12841		
12842		
12843		
12844	Pile of bricks	A veritable pile of bricks.
12845		
12846		
12847		
12848		
12849		
12850		
12851		
12852		
12853		
12854		
12855	Table	It's a bit broken.
12856	Store door	A door barely hanging onto it's hinges.
12857	Bar pumps	Actually, I could do with a drink...never mind...I wasn't thirsty anyway.
12858		
12859		
12860		
12861		
12862		
12863		
12864		
12865		
12866		
12867		
12868		
12869		
12870		
12871		
12872	Trapdoor	Where does this go?
12873	Bookcase	A collection of rare books.
12874	Crate	A wooden crate.
12875	Wheelbarrow	A wooden wheelbarrow.
12876	Crate	For storage.
12877	Crates	Some wooden crates.
12878	Boxes	Some wooden boxes.
12879	Crate	A wooden crate.
12880	Bed	It's a bed!
12881	Bookcase	A rotten and decrepid book case.
12882	Bookcase	A rotten and decrepid book case.
12883	Bookcase	Theres nothing here.
12884	Table	Generally used for putting things on.
12885	Chair	The ideal thing to sit on.
12886	Chair	The ideal thing to sit on.
12887	Chair	This needs dusting before I'll sit on it.
12888	Chair	This needs dusting before I'll sit on it.
12889	Smashed chair	Not so good for sitting on.
12890	Barrel	A wooden barrel for storage.
12891	Barrel	A wooden barrel for storage.
12892	Small Table	A small wooden table.
12893	Shelves	There's nothing on these shelves.
12894	Tree Stump	Cut down to feed the furnace.
12895	Tree	It doesn't look healthy...
12896	Tree	It doesn't look healthy...
12897	Well	It smells stagnant.
12898		
12899		
12900		
12901		
12902		
12903		
12904		
12905		
12906	Ladder	A wooden ladder.
12907	Ladder	A wooden ladder.
12908		
12909		
12910		
12911		
12912		
12913		
12914		
12915		
12916		
12917		
12918		
12919		
12920		
12921		
12922		
12923		
12924		
12925		
12926		
12927		
12928		
12929		
12930		
12931		
12932		
12933	Counter	Items are for sale here.
12934		
12935		
12936		
12937		
12938		
12939		
12940		
12941	Mineral vein	A distinctive layer in the rock strata.
12942	Mineral vein	A distinctive layer in the rock strata.
12943	Mineral vein	A distinctive layer in the rock strata.
12944	Boat	It's not a schooner, it's a sailboat.
12945		
12946		
12947		
12948		
12949		
12950		
12951		
12952		
12953		
12954		
12955		
12956		
12957		
12958		
12959		
12960		
12961	Crate	A wooden crate.
12962	Table	A table.
12963	Crate	A wooden crate.
12964	Ladder	I can climb this.
12965	Ladder	I can climb this.
12966	Ladder	I can climb down this.
12967	Barrel	A wooden barrel for storage.
12968	Barrel	A wooden barrel for storage.
12969	Cooking pot	Something is cooking nicely here.
12970	Bed	A well slept in bed.
12971	Table	A table.
12972	Table	It's a small table.
12973	Chair	Good for sitting on.
12974	Sink	After working with livestock, why not wash your hands?
12975		
12976		
12977	Crate	A wooden crate.
12978	Crate	A wooden crate.
12979	Rocking chair	This chair rocks
12980	Shelves	Storage for all needs.
12981	Hat stand	A stand for hats!
12982	Stile	I can climb over the fence with this.
12983		
12984		
12985		
12986	Gate	A wooden gate.
12987	Gate	A wooden gate.
12988	Gate	A wooden gate.
12989	Gate	A wooden gate.
12990		
12991		
12992		
12993		
12994		
12995		
12996		
12997		
12998		
12999		
13000		
13001	Door	The door is closed.
13002	Door	The door is open.
13003	Closed chest	I wonder what's inside.
13004	Open chest	Perhaps I should search it.
13005		
13006	Door	A desert door.
13007	Door	A desert door.
13008	Door	A desert door.
13009	Door	A desert door.
13010		
13011		
13012		
13013		
13014		
13015	Door	A timber door.
13016	Door	A timber door.
13017	Door	A timber door.
13018	Door	A timber door.
13019		
13020		
13021		
13022		
13023		
13024		
13025		
13026		
13027		
13028		
13029		
13030		
13031		
13032		
13033		
13034		
13035		
13036		
13037		
13038		
13039		
13040		
13041		
13042		
13043		
13044		
13045		
13046		
13047		
13048		
13049		
13050		
13051		
13052		
13053		
13054		
13055		
13056		
13057		
13058		
13059		
13060		
13061		
13062		
13063		
13064		
13065		
13066		
13067		
13068		
13069		
13070		
13071		
13072		
13073		
13074		
13075		
13076		
13077		
13078		
13079		
13080		
13081		
13082		
13083		
13084		
13085		
13086		
13087		
13088		
13089		
13090		
13091		
13092		
13093		
13094	Large door	A large double door.
13095	Large door	A large double door.
13096	Large door	A large double door.
13097	Large door	A large double door.
13098		
13099		
13100	Door	A way in to the house.
13101	Door	A way in to the house.
13102	Door	A way in to the house.
13103	Door	A way in to the house.
13104		
13105		
13106		
13107	Door	I'm sure the animal is glad its fur was put to good use.
13108	Door	I'm sure the animal is glad its fur was put to good use.
13109	Door	I'm sure the animal is glad its fur was put to good use.
13110	Door	I'm sure the animal is glad its fur was put to good use.
13111		
13112		
13113		
13114		
13115		
13116		
13117		
13118	Door	A posh door.
13119	Door	A posh door.
13120	Door	A posh door.
13121		
13122		
13123		
13124		
13125		
13126	Boxing mat	A place to train unarmed combat with your friends.
13127	Boxing mat	A place to train unarmed combat with your friends.
13128	Boxing mat	A place to train unarmed combat with your friends.
13129	Boxing ring	A place to train unarmed combat with your friends.
13130	Boxing ring	A place to train unarmed combat with your friends.
13131	Boxing ring	A place to train unarmed combat with your friends.
13132	Boxing ring	A place to train unarmed combat with your friends.
13133	Fencing ring	A place to train weapon skills with your friends.
13134	Fencing ring	A place to train weapon skills with your friends.
13135	Fencing ring	A place to train weapon skills with your friends.
13136	Fencing ring	A place to train weapon skills with your friends.
13137	Combat ring	Anything-goes combat in here!
13138	Combat ring	Anything-goes combat in here!
13139	Combat ring	Anything-goes combat in here!
13140	Combat ring	Anything-goes combat in here!
13141	Nothing	There's nothing there
13142	Balance beam	You should try to knock someone off.
13143	Balance beam	You should try to knock someone off.
13144	Balance beam	You should try to knock someone off.
13145	Magic barrier	To stop you from stepping out of the ranging spot.
13146	Magic barrier	To stop you from stepping out of the ranging spot.
13147	Ranging spot	Stand here to fight with projectiles or spells.
13148	Bed	Great for sleeping in.
13149	Bed	Great for sleeping in.
13150	Bed	Great for sleeping in.
13151	Bed	Great for sleeping in.
13152	Bed	Great for sleeping in.
13153	Bed	Great for sleeping in.
13154	Bed	Great for sleeping in.
13155	Shoe box	A place to keep your shoes.
13156	Oak drawers	A place to keep all your clothes.
13157	Oak wardrobe	A place to keep all your clothes.
13158	Teak drawers	A place to keep all your clothes.
13159	Teak wardrobe	A place to keep all your clothes.
13160	Mahogany Wardrobe	A place to keep all your clothes.
13161	Gilded wardrobe	A place to keep all your clothes.
13162	Shaving stand	To get a close look at your chin.
13163	Shaving stand	To help you shave.
13164	Dresser	To help you do your hair.
13165	Dresser	To help you do your hair.
13166	Dresser	To help you do your hair.
13167	Dresser	To help you do your hair.
13168	Dresser	To help you do your hair.
13169	Clock	No little mouse to be seen.
13170	Clock	No little mouse to be seen.
13171	Clock	No little mouse to be seen.
13172	Symbol of Saradomin	The holy symbol of the god of light.
13173	Symbol of Zamorak	The holy symbol of the god of chaos.
13174	Symbol of Guthix	The holy symbol of the god of balance.
13175	Icon of Saradomin	The golden star reminds you of the glory of Saradomin.
13176	Icon of Zamorak	A fitting symbol of the bloodthirsty Zamorak!
13177	Icon of Guthix	A serene icon to the lord of balance.
13178	Icon of Bob	An icon of the mysterious Bob.
13179	Altar	An oak altar with a symbol of Saradomin.
13180	Altar	An oak altar with a symbol of Zamorak.
13181	Altar	An oak altar with a symbol of Guthix.
13182	Altar	A teak altar with a symbol of Saradomin.
13183	Altar	A teak altar with a symbol of Zamorak.
13184	Altar	A teak altar with a symbol of Guthix.
13185	Altar	A cloth-covered teak altar with a symbol of Saradomin.
13186	Altar	A cloth-covered teak altar with a symbol of Zamorak.
13187	Altar	A cloth-covered teak altar with a symbol of Guthix.
13188	Altar	A mahogany altar with a symbol of Saradomin.
13189	Altar	A mahogany altar with a symbol of Zamorak.
13190	Altar	A mahogany altar with a symbol of Guthix.
13191	Altar	A limestone altar with a symbol of Saradomin.
13192	Altar	A limestone altar with a symbol of Zamorak.
13193	Altar	A limestone altar with a symbol of Guthix.
13194	Altar	A marble altar with a symbol of Saradomin.
13195	Altar	A marble altar with a symbol of Zamorak.
13196	Altar	A marble altar with a symbol of Guthix.
13197	Altar	A gilded marble altar with a symbol of Saradomin.
13198	Altar	A gilded marble altar with a symbol of Zamorak.
13199	Altar	A gilded marble altar with a symbol of Guthix.
13200	Torch	The smoke goes up to the gods.
13201	Torch	The smoke goes up to the gods.
13202	Torch	The smoke goes up to the gods.
13203	Torch	The smoke goes up to the gods.
13204	Torch	The smoke goes up to the gods.
13205	Torch	The smoke goes up to the gods.
13206	Torch	The smoke goes up to the gods.
13207	Torch	The smoke goes up to the gods.
13208	Incense burner	The smoke goes up to the gods.
13209	Incense burner	The smoke goes up to the gods.
13210	Incense burner	The smoke goes up to the gods.
13211	Incense burner	The smoke goes up to the gods.
13212	Incense burner	The smoke goes up to the gods.
13213	Incense burner	The smoke goes up to the gods.
13214	Windchimes	They tinkle delightfully.
13215	Bells	Oh, from out the sounding cells, what a gush of euphony voluminously wells!
13216	Organ	A delightful sound.
13217	Shuttered window	A basic chapel window.
13218	Decorative window	What nice shapes you can make out of glass!
13219	Stained-glass window	It fills the room with coloured light.
13220	Decorative window	What nice shapes you can make out of glass!
13221	Stained-glass window	It fills the room with coloured light.
13222	Decorative window	What nice shapes you can make out of glass!
13223	Stained-glass window	It fills the room with coloured light.
13224	Decorative window	What nice shapes you can make out of glass!
13225	Stained-glass window	It fills the room with coloured light.
13226	Shuttered window	A basic chapel window.
13227	Decorative window	What nice shapes you can make out of glass!
13228	Stained-glass window	It fills the room with coloured light.
13229	Decorative window	What nice shapes you can make out of glass!
13230	Stained-glass window	It fills the room with coloured light.
13231	Decorative window	What nice shapes you can make out of glass!
13232	Stained-glass window	It fills the room with coloured light.
13233	Decorative window	What nice shapes you can make out of glass!
13234	Stained-glass window	It fills the room with coloured light.
13235	Shuttered window	A basic chapel window.
13236	Decorative window	What nice shapes you can make out of glass!
13237	Stained-glass window	It fills the room with coloured light.
13238	Decorative window	What nice shapes you can make out of glass!
13239	Stained-glass window	It fills the room with coloured light.
13240	Decorative window	What nice shapes you can make out of glass!
13241	Stained-glass window	It fills the room with coloured light.
13242	Decorative window	What nice shapes you can make out of glass!
13243	Stained-glass window	It fills the room with coloured light.
13244	Shuttered window	A basic chapel window.
13245	Decorative window	What nice shapes you can make out of glass!
13246	Stained-glass window	It fills the room with coloured light.
13247	Decorative window	What nice shapes you can make out of glass!
13248	Stained-glass window	It fills the room with coloured light.
13249	Decorative window	What nice shapes you can make out of glass!
13250	Stained-glass window	It fills the room with coloured light.
13251	Decorative window	What nice shapes you can make out of glass!
13252	Stained-glass window	It fills the room with coloured light.
13253	Shuttered window	A basic chapel window.
13254	Decorative window	What nice shapes you can make out of glass!
13255	Stained-glass window	It fills the room with coloured light.
13256	Decorative window	What nice shapes you can make out of glass!
13257	Stained-glass window	It fills the room with coloured light.
13258	Decorative window	What nice shapes you can make out of glass!
13259	Stained-glass window	It fills the room with coloured light.
13260	Decorative window	What nice shapes you can make out of glass!
13261	Stained-glass window	It fills the room with coloured light.
13262	Shuttered window	A basic chapel window.
13263	Decorative window	What nice shapes you can make out of glass!
13264	Stained-glass window	It fills the room with coloured light.
13265	Decorative window	What nice shapes you can make out of glass!
13266	Stained-glass window	It fills the room with coloured light.
13267	Decorative window	What nice shapes you can make out of glass!
13268	Stained-glass window	It fills the room with coloured light.
13269	Decorative window	What nice shapes you can make out of glass!
13270	Stained-glass window	It fills the room with coloured light.
